
name,date,location,venue,address,prefecture,city,lat,lon,source,url
《マスク着用の考え方見直しのお知らせ》,2023-03-13,,,,,,,,DogEventClub,https://doglife.info/
《事務局テレワークのお知らせ》,2023-03-13,,,,,,,,DogEventClub,https://doglife.info/
■,2025-08-31,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-30,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-28,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-24,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-24,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-23,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-15,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-09,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-08-03,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
■,2025-07-31,,,日本,,,36.5748441,139.2394179,DogEventClub,https://doglife.info/
